#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr6	134257106	134257145	chr6_251123	4	+	40	4	134257122	noncoding_exon:0.95;intron:0.05;	ENSG00000200058.1	RNA5SP218	chr6	rRNA	RNA, 5S ribosomal pseudogene 218
chr6	43328400	43328419	chr6_263554	5	-	20	5	43328402	antisense;	ENSG00000220614.1	RP11-480N24.4	chr6	processed_pseudogene		--
chr6	26285475	26285513	chr6_259800	6	-	39	6	26285493	five_prime_UTR:0.26;CDS:0.63;intron:0.11;	ENSG00000158406.3	HIST1H4H	chr6	protein_coding	histone cluster 1, H4h
chr6	34245489	34245594	chr6_240572	12	+	106	6	34245568	three_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	32186222	32186249	chr6_261167	4	-	28	4	32186231	three_prime_UTR:1.0;	ENSG00000204304.11	PBX2	chr6	protein_coding	pre-B-cell leukemia homeobox 2
chr6	26157036	26157096	chr6_238729	23	+	61	23	26157066	CDS:0.23;intron:0.77;	ENSG00000168298.5	HIST1H1E	chr6	protein_coding	histone cluster 1, H1e
chr6	116278557	116278600	chr6_270439	5	-	44	5	116278567	CDS:1.0;	ENSG00000189241.6	TSPYL1	chr6	protein_coding	TSPY-like 1
chr6	35231737	35231758	chr6_262017	6	-	22	6	35231739	antisense;	ENSG00000146197.8	SCUBE3	chr6	protein_coding	signal peptide, CUB domain, EGF-like 3
chr6	31271293	31271348	chr6_260699	12	-	56	11	31271325	CDS:1.0;	ENSG00000204525.14	HLA-C	chr6	protein_coding	major histocompatibility complex, class I, C
chr6	156779705	156779731	chr6_274968	16	-	27	16	156779713	noncoding_exon:1.0;	ENSG00000271899.1	MIR4466	chr6	miRNA	microRNA 4466
chr6	158818087	158818166	chr6_275204	6	-	80	5	158818114	five_prime_UTR:0.92;CDS:0.08;	ENSG00000092820.17	EZR	chr6	protein_coding	ezrin
chr6	57967734	57967756	chr6_244429	7	+	23	7	57967736	intron:1.0;	ENSG00000225096.1	XXbac-BPG55C20.7	chr6	lincRNA		--
chr6	26020597	26020655	chr6_238695	5	+	59	5	26020623	CDS:1.0;	ENSG00000275714.1	HIST1H3A	chr6	protein_coding	histone cluster 1, H3a
chr6	43575814	43575861	chr6_263744	5	-	48	5	43575835	CDS:1.0;	ENSG00000124571.17	XPO5	chr6	protein_coding	exportin 5
chr6	26204876	26204915	chr6_238744	5	+	40	5	26204894	CDS:1.0;	ENSG00000276966.1	HIST1H4E	chr6	protein_coding	histone cluster 1, H4e
chr6	159739489	159739519	chr6_255054	4	+	31	4	159739498	intron:1.0;	ENSG00000146457.14	WTAP	chr6	protein_coding	Wilms tumor 1 associated protein
chr6	33417523	33417586	chr6_261444	9	-	64	7	33417559	CDS:1.0;	ENSG00000112514.15	CUTA	chr6	protein_coding	cutA divalent cation tolerance homolog (E. coli)
chr6	108561001	108561062	chr6_247622	8	+	62	7	108561036	intron:1.0;	ENSG00000118689.14	FOXO3	chr6	protein_coding	forkhead box O3
chr6	26055815	26056015	chr6_259747	37	-	201	8	26055994	intron:1.0;	ENSG00000276410.2	HIST1H2BB	chr6	protein_coding	histone cluster 1, H2bb
chr6	43785251	43785345	chr6_243358	8	+	95	5	43785318	three_prime_UTR:1.0;	ENSG00000112715.20	VEGFA	chr6	protein_coding	vascular endothelial growth factor A
chr6	27209895	27209956	chr6_238961	6	+	62	4	27209922	intergenic;	--
chr6	29942943	29943026	chr6_239277	16	+	84	14	29942986	CDS:1.0;	ENSG00000206503.11	HLA-A	chr6	protein_coding	major histocompatibility complex, class I, A
chr6	24494988	24495035	chr6_238430	5	+	48	5	24495007	five_prime_UTR:0.17;CDS:0.83;	ENSG00000112294.12	ALDH5A1	chr6	protein_coding	aldehyde dehydrogenase 5 family, member A1
chr6	27132545	27132587	chr6_259877	4	-	43	4	27132561	CDS:1.0;	ENSG00000124635.8	HIST1H2BJ	chr6	protein_coding	histone cluster 1, H2bj
chr6	30672639	30672694	chr6_260511	5	-	56	5	30672663	CDS:1.0;	ENSG00000204560.9	DHX16	chr6	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 16
chr6	53092781	53092824	chr6_244086	5	+	44	5	53092804	CDS:1.0;	ENSG00000112146.16	FBXO9	chr6	protein_coding	F-box protein 9
chr6	115936054	115936087	chr6_270373	6	-	34	6	115936061	three_prime_UTR:1.0;	ENSG00000111816.7	FRK	chr6	protein_coding	fyn-related Src family tyrosine kinase
chr6	35455807	35455853	chr6_241143	4	+	47	4	35455829	CDS:1.0;	ENSG00000112039.3	FANCE	chr6	protein_coding	Fanconi anemia, complementation group E
chr6	32972206	32972400	chr6_240094	27	+	195	10	32972230	five_prime_UTR:1.0;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	137198384	137198422	chr6_272743	5	-	39	5	137198400	CDS:1.0;	ENSG00000027697.12	IFNGR1	chr6	protein_coding	interferon gamma receptor 1
chr6	157872768	157872787	chr6_275051	4	-	20	4	157872769	noncoding_exon:1.0;	ENSG00000229502.5	RP11-52J3.2	chr6	antisense		--
chr6	52664865	52664903	chr6_244024	4	+	39	4	52664869	intergenic;	--
chr6	170535244	170535363	chr6_276965	13	-	120	8	170535280	CDS:1.0;	ENSG00000008018.8	PSMB1	chr6	protein_coding	proteasome (prosome, macropain) subunit, beta type, 1
chr6	30563297	30563330	chr6_239398	4	+	34	4	30563306	three_prime_UTR:1.0;	ENSG00000204576.11	PRR3	chr6	protein_coding	proline rich 3
chr6	53296395	53296420	chr6_244107	6	+	26	6	53296397	antisense;	ENSG00000012660.13	ELOVL5	chr6	protein_coding	ELOVL fatty acid elongase 5
chr6	31536373	31536448	chr6_260748	45	-	76	25	31536415	intron:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	110875004	110875046	chr6_248039	5	+	43	5	110875015	five_prime_UTR:1.0;	ENSG00000123505.14	AMD1	chr6	protein_coding	adenosylmethionine decarboxylase 1
chr6	31356364	31356442	chr6_260719	8	-	79	5	31356390	intron:1.0;	ENSG00000204525.14	HLA-C	chr6	protein_coding	major histocompatibility complex, class I, C
chr6	169667681	169667862	chr6_276777	13	-	182	6	169667750	intron:1.0;	ENSG00000184465.15	WDR27	chr6	protein_coding	WD repeat domain 27
chr6	109382203	109382451	chr6_269419	34	-	249	11	109382288	five_prime_UTR:0.27;CDS:0.71;intron:0.03;	ENSG00000135535.14	CD164	chr6	protein_coding	CD164 molecule, sialomucin
chr6	7910471	7910614	chr6_258035	23	-	144	16	7910556	intron:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	32115673	32115727	chr6_261085	6	-	55	5	32115698	three_prime_UTR:1.0;	ENSG00000213676.10	ATF6B	chr6	protein_coding	activating transcription factor 6 beta
chr6	169664494	169664555	chr6_276751	6	-	62	5	169664511	intron:1.0;	ENSG00000184465.15	WDR27	chr6	protein_coding	WD repeat domain 27
chr6	7301350	7301396	chr6_257928	5	-	47	5	7301368	CDS:1.0;	ENSG00000124783.12	SSR1	chr6	protein_coding	signal sequence receptor, alpha
chr6	20105690	20105737	chr6_259508	4	-	48	4	20105717	intron:1.0;	ENSG00000172197.10	MBOAT1	chr6	protein_coding	membrane bound O-acyltransferase domain containing 1
chr6	27503743	27503815	chr6_239006	19	+	73	10	27503780	intergenic;	--
chr6	10982082	10982113	chr6_258238	4	-	32	4	10982093	three_prime_UTR:1.0;	ENSG00000197977.3	ELOVL2	chr6	protein_coding	ELOVL fatty acid elongase 2
chr6	122471698	122471801	chr6_271296	13	-	104	6	122471759	five_prime_UTR:0.62;CDS:0.38;	ENSG00000111897.6	SERINC1	chr6	protein_coding	serine incorporator 1
chr6	41239517	41239557	chr6_263080	4	-	41	4	41239518	noncoding_exon:0.95;intron:0.05;	ENSG00000212176.1	RNA5SP207	chr6	rRNA	RNA, 5S ribosomal pseudogene 207
chr6	32154587	32154636	chr6_240009	5	+	50	5	32154603	five_prime_UTR:0.14;CDS:0.86;	ENSG00000221988.12	PPT2	chr6	protein_coding	palmitoyl-protein thioesterase 2
chr6	27668656	27668703	chr6_239019	6	+	48	5	27668681	intergenic;	--
chr6	31536562	31536635	chr6_260750	14	-	74	12	31536608	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	53291780	53291823	chr6_264763	7	-	44	7	53291798	CDS:1.0;	ENSG00000012660.13	ELOVL5	chr6	protein_coding	ELOVL fatty acid elongase 5
chr6	36602017	36602056	chr6_241439	5	+	40	5	36602036	three_prime_UTR:1.0;	ENSG00000112081.16	SRSF3	chr6	protein_coding	serine/arginine-rich splicing factor 3
chr6	26156712	26156910	chr6_238727	44	+	199	12	26156760	CDS:1.0;	ENSG00000168298.5	HIST1H1E	chr6	protein_coding	histone cluster 1, H1e
chr6	72645433	72645456	chr6_265512	5	-	24	5	72645436	antisense;	ENSG00000185760.15	KCNQ5	chr6	protein_coding	potassium channel, voltage gated KQT-like subfamily Q, member 5
chr6	29723863	29723906	chr6_239264	7	+	44	7	29723876	CDS:1.0;	ENSG00000204642.13	HLA-F	chr6	protein_coding	major histocompatibility complex, class I, F
chr6	116277430	116277463	chr6_270432	5	-	34	5	116277443	three_prime_UTR:1.0;	ENSG00000189241.6	TSPYL1	chr6	protein_coding	TSPY-like 1
chr6	145903855	145903909	chr6_274097	5	-	55	5	145903868	intron:1.0;	ENSG00000146414.15	SHPRH	chr6	protein_coding	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase
chr6	36594417	36594481	chr6_241421	8	+	65	5	36594463	five_prime_UTR:1.0;	ENSG00000112081.16	SRSF3	chr6	protein_coding	serine/arginine-rich splicing factor 3
chr6	31632300	31632484	chr6_239760	29	+	185	10	31632331	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	31626981	31627047	chr6_239730	13	+	67	8	31627007	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	38676200	38676235	chr6_262789	6	-	36	6	38676215	three_prime_UTR:1.0;	ENSG00000124767.6	GLO1	chr6	protein_coding	glyoxalase I
chr6	120262292	120262329	chr6_249540	6	+	38	6	120262296	intergenic;	--
chr6	160089129	160089190	chr6_255351	5	+	62	5	160089156	CDS:1.0;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	109382469	109382494	chr6_247915	7	+	26	7	109382471	antisense;	ENSG00000135535.14	CD164	chr6	protein_coding	CD164 molecule, sialomucin
chr6	31271998	31272039	chr6_260704	7	-	42	6	31272018	CDS:1.0;	ENSG00000204525.14	HLA-C	chr6	protein_coding	major histocompatibility complex, class I, C
chr6	27602565	27602672	chr6_259962	21	-	108	17	27602601	intergenic;	--
chr6	108260782	108260873	chr6_269267	7	-	92	4	108260795	CDS:1.0;	ENSG00000112335.14	SNX3	chr6	protein_coding	sorting nexin 3
chr6	16145035	16145080	chr6_237481	5	+	46	5	16145039	CDS:1.0;	ENSG00000007944.14	MYLIP	chr6	protein_coding	myosin regulatory light chain interacting protein
chr6	34246150	34246195	chr6_240582	6	+	46	6	34246153	three_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	53275146	53275214	chr6_264732	8	-	69	7	53275165	CDS:1.0;	ENSG00000012660.13	ELOVL5	chr6	protein_coding	ELOVL fatty acid elongase 5
chr6	26687251	26687285	chr6_238925	20	+	35	20	26687259	noncoding_exon:1.0;	ENSG00000261584.1	RP11-457M11.5	chr6	lincRNA		--
chr6	15299382	15299432	chr6_237156	5	+	51	5	15299405	intron:1.0;	ENSG00000008083.13	JARID2	chr6	protein_coding	jumonji, AT rich interactive domain 2
chr6	109379626	109379662	chr6_269413	5	-	37	5	109379652	CDS:1.0;	ENSG00000135535.14	CD164	chr6	protein_coding	CD164 molecule, sialomucin
chr6	32980906	32980952	chr6_240139	9	+	47	9	32980919	three_prime_UTR:1.0;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	27668578	27668614	chr6_239018	5	+	37	5	27668595	intergenic;	--
chr6	167864550	167864580	chr6_255884	8	+	31	8	167864552	CDS:1.0;	ENSG00000130396.20	MLLT4	chr6	protein_coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
chr6	17688415	17688491	chr6_259301	9	-	77	6	17688451	CDS:1.0;	ENSG00000124789.11	NUP153	chr6	protein_coding	nucleoporin 153kDa
chr6	26124503	26124683	chr6_238719	28	+	181	15	26124634	three_prime_UTR:0.32;CDS:0.68;	ENSG00000180573.9	HIST1H2AC	chr6	protein_coding	histone cluster 1, H2ac
chr6	110815236	110815268	chr6_269683	8	-	33	8	110815245	intron:1.0;	ENSG00000155111.14	CDK19	chr6	protein_coding	cyclin-dependent kinase 19
chr6	31647606	31647699	chr6_260809	10	-	94	7	31647660	CDS:1.0;	ENSG00000204463.12	BAG6	chr6	protein_coding	BCL2-associated athanogene 6
chr6	113859770	113859833	chr6_248562	6	+	64	5	113859791	CDS:1.0;	ENSG00000277443.1	MARCKS	chr6	protein_coding	myristoylated alanine-rich protein kinase C substrate
chr6	34245134	34245172	chr6_240569	5	+	39	5	34245144	three_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	158197894	158197914	chr6_275095	3	-	21	3	158197895	antisense;	ENSG00000272047.1	GTF2H5	chr6	protein_coding	general transcription factor IIH, polypeptide 5
chr6	26204713	26204860	chr6_238743	19	+	148	10	26204759	CDS:1.0;	ENSG00000276966.1	HIST1H4E	chr6	protein_coding	histone cluster 1, H4e
chr6	42197410	42197475	chr6_263299	4	-	66	4	42197452	intergenic;	--
chr6	99414611	99414650	chr6_268224	5	-	40	5	99414620	CDS:1.0;	ENSG00000132424.14	PNISR	chr6	protein_coding	PNN-interacting serine/arginine-rich protein
chr6	32972434	32972781	chr6_240096	56	+	348	10	32972584	five_prime_UTR:1.0;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	13711194	13711219	chr6_258559	11	-	26	11	13711199	CDS:1.0;	ENSG00000010017.12	RANBP9	chr6	protein_coding	RAN binding protein 9
chr6	138377965	138377985	chr6_272813	4	-	21	4	138377967	antisense;	ENSG00000262543.1	RP3-422G23.4	chr6	lincRNA		--
chr6	26322810	26322892	chr6_238759	7	+	83	5	26322869	intergenic;	--
chr6	53275089	53275127	chr6_264731	6	-	39	6	53275103	CDS:1.0;	ENSG00000012660.13	ELOVL5	chr6	protein_coding	ELOVL fatty acid elongase 5
chr6	7891633	7891736	chr6_258002	16	-	104	12	7891655	CDS:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	27479673	27479751	chr6_239002	24	+	79	17	27479709	intergenic;	--
chr6	7904678	7904723	chr6_258025	7	-	46	6	7904702	CDS:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	31641126	31641190	chr6_260781	5	-	65	5	31641147	CDS:1.0;	ENSG00000204463.12	BAG6	chr6	protein_coding	BCL2-associated athanogene 6
chr6	119349047	119349159	chr6_271073	10	-	113	5	119349079	five_prime_UTR:0.84;CDS:0.16;	ENSG00000111885.6	MAN1A1	chr6	protein_coding	mannosidase, alpha, class 1A, member 1
chr6	159780289	159780373	chr6_275355	19	-	85	14	159780302	intron:1.0;	ENSG00000120438.11	TCP1	chr6	protein_coding	t-complex 1
chr6	130895090	130895119	chr6_271774	5	-	30	5	130895106	CDS:1.0;	ENSG00000079819.16	EPB41L2	chr6	protein_coding	erythrocyte membrane protein band 4.1-like 2
chr6	20401983	20402046	chr6_237725	8	+	64	8	20402015	five_prime_UTR:1.0;	ENSG00000112242.14	E2F3	chr6	protein_coding	E2F transcription factor 3
chr6	167827206	167827237	chr6_255840	8	+	32	7	167827232	CDS:1.0;	ENSG00000130396.20	MLLT4	chr6	protein_coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
chr6	32168624	32168697	chr6_261124	10	-	74	8	32168646	three_prime_UTR:1.0;	ENSG00000204310.10	AGPAT1	chr6	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 1
chr6	130865552	130865612	chr6_271728	6	-	61	5	130865564	CDS:1.0;	ENSG00000079819.16	EPB41L2	chr6	protein_coding	erythrocyte membrane protein band 4.1-like 2
chr6	38676658	38676728	chr6_262796	6	-	71	5	38676663	three_prime_UTR:1.0;	ENSG00000124767.6	GLO1	chr6	protein_coding	glyoxalase I
chr6	24720630	24720690	chr6_259688	10	-	61	8	24720669	five_prime_UTR:1.0;	ENSG00000112308.12	C6orf62	chr6	protein_coding	chromosome 6 open reading frame 62
chr6	84762617	84762638	chr6_246265	4	+	22	4	84762618	antisense;	ENSG00000112837.16	TBX18	chr6	protein_coding	T-box 18
chr6	21593770	21593921	chr6_238303	13	+	152	7	21593844	five_prime_UTR:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	85689648	85689701	chr6_246284	4	+	54	4	85689676	intergenic;	--
chr6	93419297	93419343	chr6_267721	5	-	47	5	93419317	five_prime_UTR:0.04;CDS:0.96;	ENSG00000135333.13	EPHA7	chr6	protein_coding	EPH receptor A7
chr6	31634237	31634287	chr6_239773	11	+	51	10	31634263	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	31629694	31629792	chr6_239743	10	+	99	7	31629763	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	68637397	68637416	chr6_265345	4	-	20	4	68637398	antisense;	ENSG00000135298.13	ADGRB3	chr6	protein_coding	adhesion G protein-coupled receptor B3
chr6	107490189	107490240	chr6_247372	5	+	52	5	107490206	five_prime_UTR:1.0;	ENSG00000112320.11	SOBP	chr6	protein_coding	sine oculis binding protein homolog (Drosophila)
chr6	33272072	33272122	chr6_240219	15	+	51	12	33272109	five_prime_UTR:0.94;CDS:0.06;	ENSG00000231500.6	RPS18	chr6	protein_coding	ribosomal protein S18
chr6	21594534	21594622	chr6_238309	12	+	89	9	21594593	CDS:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	27215202	27215263	chr6_238962	7	+	62	7	27215234	intergenic;	--
chr6	7298748	7298784	chr6_257924	5	-	37	5	7298753	CDS:1.0;	ENSG00000124783.12	SSR1	chr6	protein_coding	signal sequence receptor, alpha
chr6	113857441	113857487	chr6_248554	5	+	47	5	113857457	five_prime_UTR:1.0;	ENSG00000277443.1	MARCKS	chr6	protein_coding	myristoylated alanine-rich protein kinase C substrate
chr6	89794676	89794750	chr6_267322	10	-	75	9	89794698	CDS:1.0;	ENSG00000112159.11	MDN1	chr6	protein_coding	MDN1, midasin homolog (yeast)
chr6	29942544	29942624	chr6_239274	9	+	81	5	29942553	five_prime_UTR:0.06;CDS:0.89;intron:0.05;	ENSG00000206503.11	HLA-A	chr6	protein_coding	major histocompatibility complex, class I, A
chr6	35468484	35468535	chr6_241161	6	+	52	6	35468504	intron:1.0;	ENSG00000198755.10	RPL10A	chr6	protein_coding	ribosomal protein L10a
chr6	140220955	140220977	chr6_251546	4	+	23	4	140220955	intergenic;	--
chr6	159789404	159789514	chr6_275374	13	-	111	5	159789424	five_prime_UTR:0.42;CDS:0.58;	ENSG00000120438.11	TCP1	chr6	protein_coding	t-complex 1
chr6	21594639	21594718	chr6_238310	6	+	80	6	21594665	CDS:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	169663598	169663642	chr6_276745	5	-	45	5	169663610	intron:1.0;	ENSG00000184465.15	WDR27	chr6	protein_coding	WD repeat domain 27
chr6	113860283	113860376	chr6_248571	12	+	94	7	113860338	CDS:1.0;	ENSG00000277443.1	MARCKS	chr6	protein_coding	myristoylated alanine-rich protein kinase C substrate
chr6	27091769	27091810	chr6_238939	8	+	42	8	27091774	intergenic;	--
chr6	167826389	167826412	chr6_255833	4	+	24	4	167826391	antisense;	ENSG00000198221.8	MLLT4-AS1	chr6	lincRNA	MLLT4 antisense RNA 1 (head to head)
chr6	31539146	31539269	chr6_260753	14	-	124	7	31539146	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	113944279	113944331	chr6_270275	6	-	53	6	113944296	CDS:1.0;	ENSG00000196591.11	HDAC2	chr6	protein_coding	histone deacetylase 2
chr6	26217143	26217187	chr6_238747	5	+	45	4	26217159	CDS:1.0;	ENSG00000277075.1	HIST1H2AE	chr6	protein_coding	histone cluster 1, H2ae
chr6	30724737	30724776	chr6_239498	7	+	40	7	30724755	three_prime_UTR:1.0;	ENSG00000196230.12	TUBB	chr6	protein_coding	tubulin, beta class I
chr6	43142171	43142221	chr6_242908	8	+	51	6	43142171	CDS:1.0;	ENSG00000112655.15	PTK7	chr6	protein_coding	protein tyrosine kinase 7 (inactive)
chr6	20403830	20403880	chr6_237739	6	+	51	5	20403857	intron:1.0;	ENSG00000112242.14	E2F3	chr6	protein_coding	E2F transcription factor 3
chr6	33202262	33202302	chr6_240179	5	+	41	5	33202274	CDS:1.0;	ENSG00000112473.16	SLC39A7	chr6	protein_coding	solute carrier family 39 (zinc transporter), member 7
chr6	35890970	35891023	chr6_262279	9	-	54	8	35890987	CDS:0.81;intron:0.19;	ENSG00000096063.14	SRPK1	chr6	protein_coding	SRSF protein kinase 1
chr6	26234712	26234745	chr6_259783	4	-	34	4	26234727	CDS:1.0;	ENSG00000124575.6	HIST1H1D	chr6	protein_coding	histone cluster 1, H1d
chr6	17706596	17706789	chr6_259314	25	-	194	7	17706636	five_prime_UTR:1.0;	ENSG00000124789.11	NUP153	chr6	protein_coding	nucleoporin 153kDa
chr6	43138874	43138929	chr6_242899	9	+	56	7	43138886	CDS:1.0;	ENSG00000112655.15	PTK7	chr6	protein_coding	protein tyrosine kinase 7 (inactive)
chr6	159789527	159789591	chr6_275375	7	-	65	5	159789565	five_prime_UTR:1.0;	ENSG00000120438.11	TCP1	chr6	protein_coding	t-complex 1
chr6	31354263	31354296	chr6_260708	5	-	34	5	31354269	intron:1.0;	ENSG00000204525.14	HLA-C	chr6	protein_coding	major histocompatibility complex, class I, C
chr6	42564199	42564225	chr6_242493	5	+	27	5	42564202	five_prime_UTR:1.0;	ENSG00000024048.10	UBR2	chr6	protein_coding	ubiquitin protein ligase E3 component n-recognin 2
chr6	113857656	113857722	chr6_248557	8	+	67	6	113857698	five_prime_UTR:1.0;	ENSG00000277443.1	MARCKS	chr6	protein_coding	myristoylated alanine-rich protein kinase C substrate
chr6	43225730	43225810	chr6_263528	10	-	81	7	43225769	three_prime_UTR:0.03;CDS:0.97;	ENSG00000112667.12	DNPH1	chr6	protein_coding	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
chr6	31530408	31530450	chr6_260736	9	-	43	8	31530432	three_prime_UTR:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	31648703	31648751	chr6_260814	8	-	49	6	31648749	CDS:1.0;	ENSG00000204463.12	BAG6	chr6	protein_coding	BCL2-associated athanogene 6
chr6	30723698	30723795	chr6_239489	9	+	98	6	30723739	CDS:1.0;	ENSG00000196230.12	TUBB	chr6	protein_coding	tubulin, beta class I
chr6	138987685	138987706	chr6_251455	4	+	22	4	138987687	antisense;	ENSG00000135597.18	REPS1	chr6	protein_coding	RALBP1 associated Eps domain containing 1
chr6	31541102	31541178	chr6_260758	32	-	77	16	31541111	intron:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	7882893	7882946	chr6_257975	7	-	54	6	7882919	three_prime_UTR:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	26055745	26055814	chr6_259746	13	-	70	7	26055764	intron:1.0;	ENSG00000276410.2	HIST1H2BB	chr6	protein_coding	histone cluster 1, H2bb
chr6	19837777	19837839	chr6_237694	8	+	63	8	19837813	CDS:1.0;	ENSG00000172201.10	ID4	chr6	protein_coding	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
chr6	31835262	31835337	chr6_239909	55	+	76	36	31835276	five_prime_UTR:0.67;intron:0.33;	ENSG00000204387.12	C6orf48	chr6	protein_coding	chromosome 6 open reading frame 48
chr6	73158060	73158080	chr6_265514	5	-	21	5	73158063	noncoding_exon:1.0;	ENSG00000234025.1	RBPMS2P1	chr6	processed_pseudogene	RBPMS2 pseudogene 1
chr6	35473525	35473566	chr6_241183	4	+	42	4	35473539	intergenic;	--
chr6	21595394	21595466	chr6_238320	8	+	73	6	21595420	CDS:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	26234791	26234832	chr6_259785	5	-	42	5	26234813	CDS:1.0;	ENSG00000124575.6	HIST1H1D	chr6	protein_coding	histone cluster 1, H1d
chr6	27893044	27893173	chr6_260005	26	-	130	14	27893142	CDS:0.81;intron:0.19;	ENSG00000278677.1	HIST1H2AM	chr6	protein_coding	histone cluster 1, H2am
chr6	31531104	31531166	chr6_260741	11	-	63	8	31531121	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	31538762	31538855	chr6_260752	17	-	94	9	31538839	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	31632819	31632922	chr6_239764	12	+	104	10	31632859	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	41787697	41787744	chr6_242392	7	+	48	7	41787714	CDS:1.0;	ENSG00000214736.7	TOMM6	chr6	protein_coding	translocase of outer mitochondrial membrane 6 homolog (yeast)
chr6	27824108	27824164	chr6_239057	9	+	57	9	27824122	five_prime_UTR:0.29;CDS:0.71;	ENSG00000197238.4	HIST1H4J	chr6	protein_coding	histone cluster 1, H4j
chr6	33416594	33416670	chr6_261437	10	-	77	7	33416644	three_prime_UTR:0.41;CDS:0.28;intron:0.32;	ENSG00000112514.15	CUTA	chr6	protein_coding	cutA divalent cation tolerance homolog (E. coli)
chr6	13925246	13925267	chr6_236985	4	+	22	4	13925246	intron:1.0;	ENSG00000180537.12	RNF182	chr6	protein_coding	ring finger protein 182
chr6	37170772	37170798	chr6_241562	4	+	27	4	37170774	CDS:1.0;	ENSG00000137193.13	PIM1	chr6	protein_coding	Pim-1 proto-oncogene, serine/threonine kinase
chr6	117675663	117675703	chr6_248913	4	+	41	4	117675663	five_prime_UTR:0.17;CDS:0.82;	ENSG00000153989.7	NUS1	chr6	protein_coding	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
chr6	63714535	63714556	chr6_265306	3	-	22	3	63714539	antisense;	ENSG00000118482.11	PHF3	chr6	protein_coding	PHD finger protein 3
